<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
BGDE,D,27/10/16,000000,0.1450000,0.1500000,0.1400000,0.1450000,5.498.000
BGDE,D,28/10/16,000000,0.1500000,0.1550000,0.1400000,0.1500000,22.705.000
BGDE,D,31/10/16,000000,0.1500000,0.1550000,0.1450000,0.1500000,3.555.000
BGDE,D,01/11/16,000000,0.1500000,0.1550000,0.1470000,0.1500000,3.905.000
BGDE,D,02/11/16,000000,0.1470000,0.1490000,0.1360000,0.1430000,12.035.000
BGDE,D,03/11/16,000000,0.1390000,0.1490000,0.1360000,0.1430000,9.853.000
BGDE,D,07/11/16,000000,0.1420000,0.1420000,0.1350000,0.1390000,4.793.000
BGDE,D,08/11/16,000000,0.1910000,0.1910000,0.1370000,0.1400000,4.615.000
BGDE,D,09/11/16,000000,0.1390000,0.1400000,0.1360000,0.1390000,4.357.000
BGDE,D,10/11/16,000000,0.1380000,0.1400000,0.1360000,0.1390000,4.398.000
BGDE,D,11/11/16,000000,0.1370000,0.1380000,0.1360000,0.1360000,3.318.000
BGDE,D,14/11/16,000000,0.1400000,0.1400000,0.1290000,0.1350000,11.294.000
BGDE,D,15/11/16,000000,0.1600000,0.1600000,0.1320000,0.1360000,11.156.000
BGDE,D,16/11/16,000000,0.1380000,0.1380000,0.1320000,0.1350000,14.699.000
BGDE,D,17/11/16,000000,0.1350000,0.1350000,0.1230000,0.1290000,16.343.000
BGDE,D,18/11/16,000000,0.1290000,0.1320000,0.1260000,0.1290000,2.134.000
BGDE,D,21/11/16,000000,0.1290000,0.1470000,0.1260000,0.1360000,138.229.000
BGDE,D,22/11/16,000000,0.1380000,0.1490000,0.1360000,0.1440000,92.091.000
BGDE,D,23/11/16,000000,0.1550000,0.2010000,0.1440000,0.2010000,182.138.000
BGDE,D,24/11/16,000000,0.2150000,0.2170000,0.1630000,0.1780000,121.755.000
BGDE,D,25/11/16,000000,0.1870000,0.1870000,0.1570000,0.1690000,50.950.000
BGDE,D,28/11/16,000000,0.1700000,0.1950000,0.1570000,0.1950000,65.470.000
BGDE,D,29/11/16,000000,0.2040000,0.2130000,0.1820000,0.1940000,39.250.000
BGDE,D,30/11/16,000000,0.1930000,0.1950000,0.1730000,0.1780000,30.246.000
BGDE,D,01/12/16,000000,0.1770000,0.1910000,0.1740000,0.1800000,23.194.000
BGDE,D,02/12/16,000000,0.1810000,0.1810000,0.1640000,0.1670000,30.931.000
