<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GRNT,D,14/10/16,000000,0.6750000,0.7000000,0.6500000,0.6600000,5.725.000
GRNT,D,17/10/16,000000,0.6650000,0.6800000,0.6300000,0.6400000,11.940.000
GRNT,D,18/10/16,000000,0.6350000,0.6550000,0.6000000,0.6200000,10.125.000
GRNT,D,19/10/16,000000,0.6200000,0.6300000,0.6050000,0.6150000,3.512.000
GRNT,D,20/10/16,000000,0.6100000,0.6250000,0.6050000,0.6150000,2.388.000
GRNT,D,21/10/16,000000,0.6200000,0.6250000,0.5900000,0.5950000,13.282.000
GRNT,D,24/10/16,000000,0.5950000,0.5950000,0.5600000,0.5700000,4.538.000
GRNT,D,25/10/16,000000,0.5650000,0.5850000,0.5600000,0.5750000,4.526.000
GRNT,D,26/10/16,000000,0.5750000,0.5800000,0.5000000,0.5250000,18.775.000
GRNT,D,27/10/16,000000,0.5300000,0.5300000,0.5000000,0.5100000,6.390.000
GRNT,D,28/10/16,000000,0.5100000,0.6050000,0.4900000,0.5450000,22.007.000
GRNT,D,31/10/16,000000,0.5550000,0.5650000,0.5250000,0.5350000,2.983.000
GRNT,D,01/11/16,000000,0.5400000,0.5410000,0.5200000,0.5270000,1.413.000
GRNT,D,02/11/16,000000,0.5210000,0.5300000,0.5040000,0.5140000,3.974.000
GRNT,D,03/11/16,000000,0.5110000,0.5500000,0.5000000,0.5240000,7.226.000
GRNT,D,07/11/16,000000,0.5250000,0.5600000,0.5150000,0.5300000,5.808.000
GRNT,D,08/11/16,000000,0.5300000,0.5400000,0.5200000,0.5310000,1.974.000
GRNT,D,09/11/16,000000,0.5300000,0.5320000,0.5140000,0.5230000,1.312.000
GRNT,D,10/11/16,000000,0.5250000,0.5390000,0.5060000,0.5300000,2.713.000
GRNT,D,11/11/16,000000,0.5300000,0.5450000,0.5090000,0.5250000,2.435.000
GRNT,D,14/11/16,000000,0.5110000,0.5340000,0.5040000,0.5290000,2.164.000
GRNT,D,15/11/16,000000,0.5290000,0.5350000,0.5100000,0.5160000,3.376.000
GRNT,D,16/11/16,000000,0.5130000,0.5240000,0.5100000,0.5200000,1.602.000
GRNT,D,17/11/16,000000,0.5140000,0.5190000,0.5060000,0.5120000,1.745.000
GRNT,D,18/11/16,000000,0.5150000,0.5160000,0.4810000,0.5050000,1.861.000
GRNT,D,21/11/16,000000,0.4990000,0.5650000,0.4950000,0.5240000,11.702.000
GRNT,D,22/11/16,000000,0.5200000,0.7200000,0.5190000,0.6720000,73.471.000
GRNT,D,23/11/16,000000,0.6880000,0.7580000,0.6150000,0.6190000,21.285.000
GRNT,D,24/11/16,000000,0.6250000,0.6690000,0.6100000,0.6440000,8.660.000
GRNT,D,25/11/16,000000,0.6500000,0.6970000,0.6350000,0.6720000,22.090.000
GRNT,D,28/11/16,000000,0.6800000,0.6940000,0.6480000,0.6570000,8.694.000
GRNT,D,29/11/16,000000,0.6590000,0.6590000,0.6180000,0.6180000,6.090.000
GRNT,D,30/11/16,000000,0.6130000,0.6280000,0.5860000,0.6000000,8.574.000
GRNT,D,01/12/16,000000,0.6080000,0.6300000,0.5900000,0.6050000,3.659.000
GRNT,D,02/12/16,000000,0.6100000,0.6270000,0.5910000,0.5950000,4.071.000
